,finish,club_name,age,sex,year,og_name,squad,tie,club_short,club_id,club_zone,loc,state
3676,22,REGENCY,16,Boys,2010,REGENCY,A,0.0,REGENCY,0,Southern Pacific Zone,"1202 W Edinger Ave, Santa Ana, CA 92707",CA
3677,22,DAVIS,18,Boys,2010,DAVIS,A,0.0,DAVIS,79,Central California Zone,"One Shields Avenue, Davis, CA 95616",CA
3678,23,LOS AL,14,Girls,2010,LOS AL BLUE,A,0.0,LOS ALAMITOS,315,Southern Pacific Zone,"Cerritos Ave, Los Alamitos, CA 90720",CA
3679,23,OHLONE,16,Girls,2010,OHLONE,A,0.0,OHLONE,0,Pacific Zone,"43600 Mission Blvd, Fremont, CA 94539",CA
3680,23,AM RIVER,18,Girls,2010,AM RIVER BLUE,A,0.0,AMERICAN RIVER,85,Central California Zone,"4540 American River Dr, Sacramento, CA 95864",CA
3681,23,DAVIS,12,Boys,2010,DAVIS,A,0.0,DAVIS,79,Central California Zone,"One Shields Avenue, Davis, CA 95616",CA
3682,23,NORTHWOOD,14,Boys,2010,NORTHWOOD,A,0.0,NORTH IRVINE,1834,Southern Pacific Zone,"4515 Portola Pkwy, Irvine, CA 92620",CA
3683,23,PNW UNITED,16,Boys,2010,PNW UNITED,A,0.0,PNW SHORES,0,Pacific Northwest & Hawaii Zone,"650 SW Campus Dr, Federal Way, WA 98023",WA
3684,23,PALOS VERDES,18,Boys,2010,PALOS VERDES,A,0.0,PV,17088,Coastal California Zone,"600 Cloyden Road, Palos Verdes Estates, CA 90274",CA
3685,24,GREENWICH WP,14,Girls,2010,GREENWICH WP,A,0.0,GREENWICH,17825,Northeast Zone,"50 East Putnam Avenue, Greenwich, CT 06830",CT
3686,24,CARLSBAD,16,Girls,2010,CARLSBAD,A,0.0,CARLSBAD,1634,Pacific Southwest Zone,"225 Monroe Street, Carlsbad, CA 92008",CA
3687,24,STANFORD,18,Girls,2010,STANFORD WHITE,A,0.0,STANFORD,570,Pacific Zone,"Avery Aquatic Center, Stanford, CA 94305",CA
3688,24,GREENWICH WP,12,Boys,2010,GREENWICH WP,A,0.0,GREENWICH,17825,Northeast Zone,"50 East Putnam Avenue, Greenwich, CT 06830",CT
3689,24,SACRAMENTO,14,Boys,2010,SACRAMENTO,A,0.0,SACRAMENTO,630,Central California Zone,"5000 Rocklin Road, Rocklin, CA 95677",CA
3690,24,DACA,16,Boys,2010,DACA BLUE,A,0.0,222,31320,Pacific Zone,"5000 Mitty Way, San Jose, CA 95129",CA
3691,24,CLOVIS,18,Boys,2010,CLOVIS,A,0.0,CLOVIS,47,Central California Zone,"1070 E Teague, Fresno, CA 93611",CA
3692,25,RIPTIDES,14,Girls,2010,RIPTIDES,A,0.0,MIAMI RIPTIDES,1564,Southeast Zone,"6575 North Kendal Drive, Pinecrest, FL 33156",FL
3693,25,ROSE BOWL,16,Girls,2010,ROSE BOWL,A,0.0,ROSE BOWL,341,Coastal California Zone,"360 N Arroyo Boulevard, Pasadena, CA 91103",CA
3694,25,CARLSBAD,18,Girls,2010,CARLSBAD,A,0.0,CARLSBAD,1634,Pacific Southwest Zone,"225 Monroe Street, Carlsbad, CA 92008",CA
3695,25,COMMERCE,12,Boys,2010,COMMERCE,A,0.0,COMMERCE,24,Coastal California Zone,"5600 Harbor St, Commerce, CA 90040",CA
3696,25,CHAWP,14,Boys,2010,CHAWP,A,0.0,CHAWP,1281,Southern Pacific Zone,"2605 Temescal Ave, Norco, CA 92860",CA
3697,25,SACTO,16,Boys,2010,SACTO BLACK,A,0.0,SACRAMENTO,630,Central California Zone,"5000 Rocklin Road, Rocklin, CA 95677",CA
3698,25,COMMERCE,18,Boys,2010,COMMERCE,A,0.0,COMMERCE,24,Coastal California Zone,"5600 Harbor St, Commerce, CA 90040",CA
3699,26,STANFORD,14,Girls,2010,STANFORD RED,A,0.0,STANFORD,570,Pacific Zone,"Avery Aquatic Center, Stanford, CA 94305",CA
3700,26,NEWPORT,16,Girls,2010,NEWPORT,A,0.0,NEWPORT,60,Southern Pacific Zone,"903 W Peltason, Irvine, CA 92697",CA
3701,26,ROSE BOWL,18,Girls,2010,ROSE BOWL,A,0.0,ROSE BOWL,341,Coastal California Zone,"360 N Arroyo Boulevard, Pasadena, CA 91103",CA
3702,26,NSD STARS,12,Boys,2010,NSD STARS,A,0.0,NORTH SAN DIEGO STARS,1371,Pacific Southwest Zone,"101 Wave Drive, Vista, CA 92083",CA
3703,26,TROJAN,14,Boys,2010,TROJAN,A,0.0,TROJAN CA,87,Coastal California Zone,"W 34th St1026 West 34th St, Los Angeles, CA 90089",CA
3704,26,SHORE AQUATICS,16,Boys,2010,SHORE AQUATICS,A,0.0,SHORE,892,Coastal California Zone,"1250 Bellflower Blvd, Long Beach, CA 90840",CA
3705,26,PRINCETON,18,Boys,2010,PRINCETON,A,0.0,TIGER,17668,Northeast Zone,"Denunzio Pool, Princeton, NJ 08540",NJ
3706,27,DAVIS,14,Girls,2010,DAVIS,A,0.0,DAVIS,79,Central California Zone,"One Shields Avenue, Davis, CA 95616",CA
3707,27,GREENWICH AQ,16,Girls,2010,GREENWICH AQ,A,0.0,GREENWICH,17825,Northeast Zone,"50 East Putnam Avenue, Greenwich, CT 06830",CT
3708,27,SBWPC,18,Girls,2010,SBWPC B,B,0.0,SANTA BARBARA 805,26251,Coastal California Zone,"7266 Alameda Ave, Goleta, CA 93117",CA
3709,27,SD SHORES,12,Boys,2010,SD SHORES B,B,0.0,SAN DIEGO SHORES,1156,Pacific Southwest Zone,"7607 La Jolla Blvd, La Jolla, CA 92115",CA
3710,27,SHAQ,14,Boys,2010,SHAQ,A,0.0,SLEEPY HOLLOW,18329,Pacific Zone,"1327 Sir Francis Drake Blvd, San Anselmo, CA 94960",CA
3711,27,SET,16,Boys,2010,SET B,B,0.0,SADDLEBACK EL TORO SET,18,Southern Pacific Zone,"25255 Toledo Way, Lake Forest, CA 92630",CA
3712,27,CHAWP,18,Boys,2010,CHAWP,A,0.0,CHAWP,1281,Southern Pacific Zone,"2605 Temescal Ave, Norco, CA 92860",CA
3713,28,PACIFIC POLO,14,Girls,2010,PACIFIC POLO,A,0.0,PACIFIC,1285,Pacific Southwest Zone,"13500 Camino Del Sur, San Diego, CA 92129",CA
3714,28,LYONS,16,Girls,2010,LYONS,A,0.0,LYONS,1265,Midwest Zone,"4900 S Willow Springs Road, Western Springs, IL 60558",IL
3715,28,SPARTAN,18,Girls,2010,SPARTAN,A,0.0,SPARTAN MI,1597,Midwest Zone,"1001 S Barnes Road, Mason, MI 48854",MI
3716,28,DALLAS WPC,12,Boys,2010,DALLAS WPC,A,0.0,NORTH TEXAS THUNDER,21327,Southwest Zone,"1501 W Southlake Blvd, Southlake, TX 76092",TX
3717,28,SANTA BARBARA,14,Boys,2010,SANTA BARBARA,A,0.0,SANTA BARBARA 805,26251,Coastal California Zone,"7266 Alameda Ave, Goleta, CA 93117",CA
3718,28,SANTA CLARA,16,Boys,2010,SANTA CLARA,A,0.0,SANTA CLARA,23337,Pacific Zone,"2625 Patricia Drive, Santa Clara, CA 95051",CA
3719,28,HOUSTON STORM,18,Boys,2010,HOUSTON STORM,A,0.0,NORTH HOUSTON,18306,Southwest Zone,"19133 David Memorial Dr, Shenandoah, TX 77385",TX
3720,29,SOUTH COAST,14,Girls,2010,SOUTH COAST,A,0.0,SOUTH COAST,35,Coastal California Zone,"60 W Olson Rd3400thousand Oaks, C, Thousand Oaks, CA 91360",CA
3721,29,AM RIVER,16,Girls,2010,AM RIVER WHITE,A,0.0,AMERICAN RIVER,85,Central California Zone,"4540 American River Dr, Sacramento, CA 95864",CA
3722,29,NSD STARS,18,Girls,2010,NSD STARS,A,0.0,NORTH SAN DIEGO STARS,1371,Pacific Southwest Zone,"101 Wave Drive, Vista, CA 92083",CA
3723,29,STANFORD,12,Boys,2010,STANFORD WHITE,A,0.0,STANFORD,570,Pacific Zone,"Avery Aquatic Center, Stanford, CA 94305",CA
3724,29,RIPTIDES,14,Boys,2010,RIPTIDES,A,0.0,MIAMI RIPTIDES,1564,Southeast Zone,"6575 North Kendal Drive, Pinecrest, FL 33156",FL
3725,29,VEGAS,16,Boys,2010,VEGAS A,A,0.0,VEGAS,71,Mountain Zone,"310 South Racetrack Road, Henderson, NV 89015",NV
3726,29,GOLDEN STATE,18,Boys,2010,GOLDEN STATE,A,0.0,GOLDEN STATE,0,Pacific Zone,"1700 W Hillsdale Blvd, San Mateo, CA 94402",CA
3727,30,BAKERSFIELD,14,Girls,2010,BAKERSFIELD,A,0.0,BAKERSFIELD,16629,Central California Zone,"2800 Loma Linda Dr, Bakersfield, CA 93312",CA
3728,30,NORTH SHORE,16,Girls,2010,NORTH SHORE,A,0.0,INGLEMOOR HIGH SCHOOL,1858,Pacific Northwest & Hawaii Zone,"18512 58th Ave Ne, Kenmore, WA 98028",WA
3729,30,REGENCY,18,Girls,2010,REGENCY,A,0.0,REGENCY,0,Southern Pacific Zone,"1202 W Edinger Ave, Santa Ana, CA 92707",CA
3730,30,LAMORINDA,12,Boys,2010,LAMORINDA BLUE,A,0.0,LAMORINDA,1309,Pacific Zone,"1200 Pleasant Hill Road, Lafayette, CA 94549",CA
3731,30,BAKERSFIELD,14,Boys,2010,BAKERSFIELD,A,0.0,BAKERSFIELD,16629,Central California Zone,"2800 Loma Linda Dr, Bakersfield, CA 93312",CA
3732,30,CHAWP,16,Boys,2010,CHAWP,A,0.0,CHAWP,1281,Southern Pacific Zone,"2605 Temescal Ave, Norco, CA 92860",CA
3733,30,SACTO,18,Boys,2010,SACTO BLACK,A,0.0,SACRAMENTO,630,Central California Zone,"5000 Rocklin Road, Rocklin, CA 95677",CA
3734,31,CHICAGO PARK,14,Girls,2010,CHICAGO PARK,A,0.0,CHICAGO PARK DISTRICT,15818,Midwest Zone,"210 S Loomis, Chicago, IL 60606",IL
3735,31,SD SHROES,16,Girls,2010,SD SHROES B,B,0.0,SAN DIEGO SHORES,1156,Pacific Southwest Zone,"7607 La Jolla Blvd, La Jolla, CA 92115",CA
3736,31,DIRTY BAY,18,Girls,2010,DIRTY BAY,A,0.0,WEST HOUSTON,18461,Southwest Zone,"1011 Horace Mann, Rosenberg, TX 77471",TX
3737,31,AMERICAN RIVER,12,Boys,2010,AMERICAN RIVER,A,0.0,AMERICAN RIVER,85,Central California Zone,"4540 American River Dr, Sacramento, CA 95864",CA
3738,31,SANTA CLARA VAL,14,Boys,2010,SANTA CLARA VAL,A,0.0,SANTA CLARA,23337,Pacific Zone,"2625 Patricia Drive, Santa Clara, CA 95051",CA
3739,31,DIABLO,16,Boys,2010,DIABLO A,A,0.0,DIABLO ALLIANCE,1299,Pacific Zone,"1200 Pleasant Hill Road, Lafayette, CA 94549",CA
3740,31,VENTURA,18,Boys,2010,VENTURA,A,0.0,VENTURA,70,Coastal California Zone,"Two North Catalina, Ventura, CA 93001",CA
3741,32,TROJAN,14,Girls,2010,TROJAN,A,0.0,TROJAN CA,87,Coastal California Zone,"W 34th St1026 West 34th St, Los Angeles, CA 90089",CA
3742,32,SFLA HURRICANS,16,Girls,2010,SFLA HURRICANS,A,0.0,SOUTH FLORIDA - HURRICANES,17844,Southeast Zone,"2901 Sw 52nd Street, Dania Beach, FL 33004",FL
3743,32,FALCON,18,Girls,2010,FALCON,A,0.0,FALCON,870,Coastal California Zone,"2900 Community Ave, La Crescenta, CA 91214",CA
3744,32,BAKERSFIELD,12,Boys,2010,BAKERSFIELD,A,0.0,BAKERSFIELD,16629,Central California Zone,"2800 Loma Linda Dr, Bakersfield, CA 93312",CA
3745,32,PRINCETON,14,Boys,2010,PRINCETON,A,0.0,TIGER,17668,Northeast Zone,"Denunzio Pool, Princeton, NJ 08540",NJ
3746,32,SCRIPPS,16,Boys,2010,SCRIPPS,A,0.0,SCRIPPS,0,Pacific Southwest Zone,"10410 Falcon Way, San Diego, CA 92131",CA
3747,32,ROCKFORD,18,Boys,2010,ROCKFORD,A,0.0,ROCKFORD,382,Midwest Zone,"4100 Kroes, Rockford, MI 49341",MI
3748,33,NORTH SHORE,14,Girls,2010,NORTH SHORE,A,0.0,INGLEMOOR HIGH SCHOOL,1858,Pacific Northwest & Hawaii Zone,"18512 58th Ave Ne, Kenmore, WA 98028",WA
3749,33,GREAT LAKES,16,Girls,2010,GREAT LAKES,A,0.0,MID-MICHIGAN RAPTOR,30864,Midwest Zone,"509 Burcham Drive, East Lansing, MI 48823",MI
3750,33,SAINT ANDREWS,18,Girls,2010,SAINT ANDREWS,A,0.0,SAINT ANDREW'S,33621,Southeast Zone,"3900 Jog Road, Boca Raton, FL 33434",FL
3751,33,RR,12,Boys,2010,RR,A,0.0,RR,,,,
3752,33,PACIFIC POLO,14,Boys,2010,PACIFIC POLO,A,0.0,PACIFIC,1285,Pacific Southwest Zone,"13500 Camino Del Sur, San Diego, CA 92129",CA
3753,33,GREENWICH WP,16,Boys,2010,GREENWICH WP,A,0.0,GREENWICH,17825,Northeast Zone,"50 East Putnam Avenue, Greenwich, CT 06830",CT
3754,33,GREENWICH,18,Boys,2010,GREENWICH,A,0.0,GREENWICH,17825,Northeast Zone,"50 East Putnam Avenue, Greenwich, CT 06830",CT
3755,34,SOCAL,14,Girls,2010,SOCAL GOLD,A,0.0,SOCAL,51,Southern Pacific Zone,"1925 Dodge Ave, Santa Ana, CA 92705",CA
3756,34,CLOVIS,16,Girls,2010,CLOVIS,A,0.0,CLOVIS,47,Central California Zone,"1070 E Teague, Fresno, CA 93611",CA
3757,34,CORONADO,18,Girls,2010,CORONADO,A,0.0,CORONADO,86,Pacific Southwest Zone,"818 Sixth Street650 D Avenue611 Adella Lane, Coronado, CA 92118",CA
3758,34,RR,12,Boys,2010,RR,A,0.0,RR,,,,
3759,34,LA CANADA,14,Boys,2010,LA CANADA,A,0.0,LA CANADA,0,Southern Pacific Zone,"4463 Oak Grove Dr, La Canada Flintridge, CA 91011",CA
3760,34,HOUSTON STORM,16,Boys,2010,HOUSTON STORM,A,0.0,NORTH HOUSTON,18306,Southwest Zone,"19133 David Memorial Dr, Shenandoah, TX 77385",TX
3761,34,680,18,Boys,2010,680 RED,A,0.0,680,37,Pacific Zone,"1460 S Main St, Walnut Creek, CA 94596",CA
3762,35,WINDY CITY,14,Girls,2010,WINDY CITY,A,0.0,WINDY CITY,1020,Midwest Zone,"505 W Washington Blvd, Oak Park, IL 60302",IL
3763,35,SACRAMENTO,16,Girls,2010,SACRAMENTO,A,0.0,SACRAMENTO,630,Central California Zone,"5000 Rocklin Road, Rocklin, CA 95677",CA
3764,35,680 DRIVERS,18,Girls,2010,680 DRIVERS BLUE,A,0.0,680,37,Pacific Zone,"1460 S Main St, Walnut Creek, CA 94596",CA
3765,35,RR,12,Boys,2010,RR,A,0.0,RR,,,,
3766,35,RIPPON AQ,14,Boys,2010,RIPPON AQ,A,0.0,RIPON,15834,Central California Zone,"301 N Acacia, Ripon, CA 95366",CA
3767,35,DIRTY BAY,16,Boys,2010,DIRTY BAY,A,0.0,WEST HOUSTON,18461,Southwest Zone,"1011 Horace Mann, Rosenberg, TX 77471",TX
3768,35,AMERICAN RIVER,18,Boys,2010,AMERICAN RIVER,A,0.0,AMERICAN RIVER,85,Central California Zone,"4540 American River Dr, Sacramento, CA 95864",CA
3769,36,DIABLO,14,Girls,2010,DIABLO RED,A,0.0,DIABLO ALLIANCE,1299,Pacific Zone,"1200 Pleasant Hill Road, Lafayette, CA 94549",CA
3770,36,SPARTAN WP,16,Girls,2010,SPARTAN WP,A,0.0,SPARTAN MI,1597,Midwest Zone,"1001 S Barnes Road, Mason, MI 48854",MI
3771,36,WINDY CITY,18,Girls,2010,WINDY CITY,A,0.0,WINDY CITY,1020,Midwest Zone,"505 W Washington Blvd, Oak Park, IL 60302",IL
3772,36,RR,12,Boys,2010,RR,A,0.0,RR,,,,
3773,36,DEL MAR,14,Boys,2010,DEL MAR,A,0.0,DEL MAR,18227,Pacific Southwest Zone,"5555 Del Mar Heights Rd, San Diego, CA 92130",CA
3774,36,PITTSBURGH,16,Boys,2010,PITTSBURGH,A,0.0,PITTSBURGH,16633,Northeast Zone,"10375 Perry Highway, Wexford, PA 15090",PA
3775,36,CVAC,18,Boys,2010,CVAC,A,0.0,CAPISTRANO VALLEY ALLIANCE,1854,Southern Pacific Zone,"26301 Via Escolar, Mission Viejo, CA 92692",CA
3776,37,HBWPC,14,Girls,2010,HBWPC,A,0.0,HUNTINGTON BEACH,168,Southern Pacific Zone,"1905 Main Street, Huntington Beach, CA 92648",CA
3777,37,HOUSTON STORM,16,Girls,2010,HOUSTON STORM,A,0.0,NORTH HOUSTON,18306,Southwest Zone,"19133 David Memorial Dr, Shenandoah, TX 77385",TX
3778,37,SIERRA NEVADA,18,Girls,2010,SIERRA NEVADA,A,0.0,SIERRA NEVADA,1422,Mountain Zone,"1805 Idlewild Dr, Reno, NV 89509",NV
3779,37,SO BAY UNITED,14,Boys,2010,SO BAY UNITED,A,0.0,SOUTH BAY UNITED,1280,Coastal California Zone,"1401 Artesia Blvd, Manhattan Beach, CA 90266",CA
3780,37,CLOVIS BEARS,16,Boys,2010,CLOVIS BEARS,A,0.0,CLOVIS,47,Central California Zone,"1070 E Teague, Fresno, CA 93611",CA
3781,37,RAIDER,18,Boys,2010,RAIDER,A,0.0,RAIDER,17771,Southeast Zone,"3575 Main Highway, Coconut Grove, FL 33133",FL
3782,38,STANFORD,14,Girls,2010,STANFORD WHITE,A,0.0,STANFORD,570,Pacific Zone,"Avery Aquatic Center, Stanford, CA 94305",CA
3783,38,IRVINE KAJUNA,16,Girls,2010,IRVINE KAJUNA,A,0.0,IRVINE KAHUNA,78,Southern Pacific Zone,"4601 Walnut Avenue, Irvine, CA 92604",CA
3784,38,STOCKTON,18,Girls,2010,STOCKTON,A,0.0,UNIVERSITY PACIFIC,29,Central California Zone,"5648 North El Dorado Street, Stockton, CA 95207",CA
3785,38,LAGUNA BEACH,14,Boys,2010,LAGUNA BEACH,A,0.0,LAGUNA BEACH,717,Southern Pacific Zone,"625 Park Ave, Laguna Beach, CA 92651",CA
3786,38,680,16,Boys,2010,680 BLUE,A,0.0,680,37,Pacific Zone,"1460 S Main St, Walnut Creek, CA 94596",CA
3787,38,NO ILLINOIS,18,Boys,2010,NO ILLINOIS,A,0.0,NIPC,1234,Midwest Zone,"1 Stevenson Drive, Lincolashire, IL 60069",IL
3788,39,LAZERS,14,Girls,2010,LAZERS,A,0.0,LARPD,1391,Pacific Zone,"4444 East Ave, Livermore, CA 94550",CA
3789,39,680 DRIVERS,16,Girls,2010,680 DRIVERS BLUE,A,0.0,680,37,Pacific Zone,"1460 S Main St, Walnut Creek, CA 94596",CA
3790,39,KINGFISH,18,Girls,2010,KINGFISH,A,0.0,KINGFISH,632,Northeast Zone,"2601 Granview Blvd, Reading, PA 19609",PA
3791,39,DALLAS,14,Boys,2010,DALLAS,A,0.0,NORTH TEXAS THUNDER,21327,Southwest Zone,"1501 W Southlake Blvd, Southlake, TX 76092",TX
3792,39,ROCKFORD,16,Boys,2010,ROCKFORD,A,0.0,ROCKFORD,382,Midwest Zone,"4100 Kroes, Rockford, MI 49341",MI
3793,39,VEGAS,18,Boys,2010,VEGAS,A,0.0,VEGAS,71,Mountain Zone,"310 South Racetrack Road, Henderson, NV 89015",NV
3794,40,UNITED,14,Girls,2010,UNITED,A,0.0,UNITED,17861,Southern Pacific Zone,"15744 Golden West St, Huntington Beach, CA 92647",CA
3795,40,DAVIS,16,Girls,2010,DAVIS,A,0.0,DAVIS,79,Central California Zone,"One Shields Avenue, Davis, CA 95616",CA
3796,40,BLUECRUSH,18,Girls,2010,BLUECRUSH,A,0.0,NORTHWEST BLUE CRUSH,18534,Pacific Northwest & Hawaii Zone,"12003 Ne Shaver St, Portland, OR 97220",OR
3797,40,VEGAS,14,Boys,2010,VEGAS A,A,0.0,VEGAS,71,Mountain Zone,"310 South Racetrack Road, Henderson, NV 89015",NV
3798,40,NO ILLINOIS,16,Boys,2010,NO. ILLINOIS,A,0.0,NIPC,1234,Midwest Zone,"1 Stevenson Drive, Lincolashire, IL 60069",IL
3799,40,SPARTAN,18,Boys,2010,SPARTAN,A,0.0,SPARTAN MI,1597,Midwest Zone,"1001 S Barnes Road, Mason, MI 48854",MI
3800,41,COMMERCE,14,Girls,2010,COMMERCE B,B,0.0,COMMERCE,24,Coastal California Zone,"5600 Harbor St, Commerce, CA 90040",CA
3801,41,MODESTO STAN,16,Girls,2010,MODESTO STAN,A,0.0,MODESTO/STANISLAUS,176,Central California Zone,"641 Norsemen Dr, Modesto, CA 95357",CA
3802,41,GREENWICH AQ,18,Girls,2010,GREENWICH AQ,A,0.0,GREENWICH,17825,Northeast Zone,"50 East Putnam Avenue, Greenwich, CT 06830",CT
3803,41,DAVIS,14,Boys,2010,DAVIS,A,0.0,DAVIS,79,Central California Zone,"One Shields Avenue, Davis, CA 95616",CA
3804,41,PRINCETON,16,Boys,2010,PRINCETON,A,0.0,TIGER,17668,Northeast Zone,"Denunzio Pool, Princeton, NJ 08540",NJ
3805,41,DALLAS,18,Boys,2010,DALLAS,A,0.0,NORTH TEXAS THUNDER,21327,Southwest Zone,"1501 W Southlake Blvd, Southlake, TX 76092",TX
3806,42,VEGAS,14,Girls,2010,VEGAS,A,0.0,VEGAS,71,Mountain Zone,"310 South Racetrack Road, Henderson, NV 89015",NV
3807,42,DIRTY BAY,16,Girls,2010,DIRTY BAY,A,0.0,WEST HOUSTON,18461,Southwest Zone,"1011 Horace Mann, Rosenberg, TX 77471",TX
3808,42,W SUB NAPERVILLE,18,Girls,2010,W SUB NAPERVILLE,A,0.0,WEST SUBURBAN,1615,Midwest Zone,"320 W Jackson Ave, Naperville, IL 60540",IL
3809,42,HOUSTON STORM,14,Boys,2010,HOUSTON STORM,A,0.0,NORTH HOUSTON,18306,Southwest Zone,"19133 David Memorial Dr, Shenandoah, TX 77385",TX
3810,42,RIPTIDES,16,Boys,2010,RIPTIDES,A,0.0,MIAMI RIPTIDES,1564,Southeast Zone,"6575 North Kendal Drive, Pinecrest, FL 33156",FL
3811,42,WINDY CITY,18,Boys,2010,WINDY CITY,A,0.0,WINDY CITY,1020,Midwest Zone,"505 W Washington Blvd, Oak Park, IL 60302",IL
3812,43,AM RIVER,14,Girls,2010,AM RIVER GOLD,A,0.0,AMERICAN RIVER,85,Central California Zone,"4540 American River Dr, Sacramento, CA 95864",CA
3813,43,KINGFISH,16,Girls,2010,KINGFISH,A,0.0,KINGFISH,632,Northeast Zone,"2601 Granview Blvd, Reading, PA 19609",PA
3814,43,NAPA,18,Girls,2010,NAPA,A,0.0,NAPA PREMIER,29787,Central California Zone,"2277 Napa Vallejo Hwy, Napa, CA 94558",CA
3815,43,GREENWICH AQ,14,Boys,2010,GREENWICH AQ,A,0.0,GREENWICH,17825,Northeast Zone,"50 East Putnam Avenue, Greenwich, CT 06830",CT
3816,43,ORLANDO,16,Boys,2010,ORLANDO,A,0.0,ORLANDO UNITED,21747,Southeast Zone,"901 North Highland Avenue, Orlando, FL 32803",FL
3817,43,NSD STARS,18,Boys,2010,NSD STARS,A,0.0,NORTH SAN DIEGO STARS,1371,Pacific Southwest Zone,"101 Wave Drive, Vista, CA 92083",CA
3818,44,CORONADO,14,Girls,2010,CORONADO,A,0.0,CORONADO,86,Pacific Southwest Zone,"818 Sixth Street650 D Avenue611 Adella Lane, Coronado, CA 92118",CA
3819,44,DALLAS,16,Girls,2010,DALLAS,A,0.0,NORTH TEXAS THUNDER,21327,Southwest Zone,"1501 W Southlake Blvd, Southlake, TX 76092",TX
3820,44,PUGET,18,Girls,2010,PUGET,A,0.0,PUGET SOUND,64,Pacific Northwest & Hawaii Zone,"8805 40th St W, University Place, WA 98466",WA
3821,44,STANFORD,14,Boys,2010,STANFORD WHITE,A,0.0,STANFORD,570,Pacific Zone,"Avery Aquatic Center, Stanford, CA 94305",CA
3822,44,JUNGLE CAT,16,Boys,2010,JUNGLE CAT,A,0.0,JUNGLE CAT,1287,Midwest Zone,"425 South Lindbergh Boulevard, St Louis, MO 63131",MO
3823,44,SERPENT WARRIORS,18,Boys,2010,SERPENT WARRIORS,A,0.0,SERPENT WARRIORS,,,,
3824,45,STANFORD,16,Girls,2010,STANFORD WHITE,A,0.0,STANFORD,570,Pacific Zone,"Avery Aquatic Center, Stanford, CA 94305",CA
3825,45,CHICAGO PARK,18,Girls,2010,CHICAGO PARK,A,0.0,CHICAGO PARK DISTRICT,15818,Midwest Zone,"210 S Loomis, Chicago, IL 60606",IL
3826,45,LAMORINDA,14,Boys,2010,LAMORINDA BLUE,A,0.0,LAMORINDA,1309,Pacific Zone,"1200 Pleasant Hill Road, Lafayette, CA 94549",CA
3827,45,SPARTAN,16,Boys,2010,SPARTAN,A,0.0,SPARTAN MI,1597,Midwest Zone,"1001 S Barnes Road, Mason, MI 48854",MI
3828,45,DIRTY BAY,18,Boys,2010,DIRTY BAY,A,0.0,WEST HOUSTON,18461,Southwest Zone,"1011 Horace Mann, Rosenberg, TX 77471",TX
3829,46,RIPTIDES,16,Girls,2010,RIPTIDES,A,0.0,MIAMI RIPTIDES,1564,Southeast Zone,"6575 North Kendal Drive, Pinecrest, FL 33156",FL
3830,46,MODESTON STAN,18,Girls,2010,MODESTON STAN,A,0.0,MODESTO/STANISLAUS,176,Central California Zone,"641 Norsemen Dr, Modesto, CA 95357",CA
3831,46,VEGAS,14,Boys,2010,VEGAS B,B,0.0,VEGAS,71,Mountain Zone,"310 South Racetrack Road, Henderson, NV 89015",NV
3832,46,DALLAS,16,Boys,2010,DALLAS,A,0.0,NORTH TEXAS THUNDER,21327,Southwest Zone,"1501 W Southlake Blvd, Southlake, TX 76092",TX
3833,46,RIPTIDES,18,Boys,2010,RIPTIDES,A,0.0,MIAMI RIPTIDES,1564,Southeast Zone,"6575 North Kendal Drive, Pinecrest, FL 33156",FL
3834,47,DIABLO,16,Girls,2010,DIABLO RED,A,0.0,DIABLO ALLIANCE,1299,Pacific Zone,"1200 Pleasant Hill Road, Lafayette, CA 94549",CA
3835,47,HOUSTON STORM,18,Girls,2010,HOUSTON STORM,A,0.0,NORTH HOUSTON,18306,Southwest Zone,"19133 David Memorial Dr, Shenandoah, TX 77385",TX
3836,47,WINDY CITY,14,Boys,2010,WINDY CITY,A,0.0,WINDY CITY,1020,Midwest Zone,"505 W Washington Blvd, Oak Park, IL 60302",IL
3837,47,VEGAS,16,Boys,2010,VEGAS B,B,0.0,VEGAS,71,Mountain Zone,"310 South Racetrack Road, Henderson, NV 89015",NV
3838,47,JUNGLE CAT,18,Boys,2010,JUNGLE CAT,A,0.0,JUNGLE CAT,1287,Midwest Zone,"425 South Lindbergh Boulevard, St Louis, MO 63131",MO
3839,48,PUGET,16,Girls,2010,PUGET,A,0.0,PUGET SOUND,64,Pacific Northwest & Hawaii Zone,"8805 40th St W, University Place, WA 98466",WA
3840,48,WILLAMETTE,18,Girls,2010,WILLAMETTE,A,0.0,WILLAMETTE VALLEY,1838,Pacific Northwest & Hawaii Zone,"2150 Se 36th Ave, Albany, OR 97322",OR
3841,48,GOLDEN STATE,14,Boys,2010,GOLDEN STATE,A,0.0,GOLDEN STATE,0,Pacific Zone,"1700 W Hillsdale Blvd, San Mateo, CA 94402",CA
3842,48,PUGET,16,Boys,2010,PUGET,A,0.0,PUGET SOUND,64,Pacific Northwest & Hawaii Zone,"8805 40th St W, University Place, WA 98466",WA
3843,48,WILLAMETTE,18,Boys,2010,WILLAMETTE,A,0.0,WILLAMETTE VALLEY,1838,Pacific Northwest & Hawaii Zone,"2150 Se 36th Ave, Albany, OR 97322",OR
3844,1,SOCAL,12,Boys,2011,SOCAL BLACK,A,0.0,SOCAL,51,Southern Pacific Zone,"1925 Dodge Ave, Santa Ana, CA 92705",CA
