,finish,club_name,age,sex,year,og_name,squad,tie,club_short,club_id,club_zone,loc,state
0,1,LAGUNA BEACH WATER POLO,10,Girls,2016,LAGUNA BEACH WATER POLO,A,0.0,LAGUNA BEACH,717,Southern Pacific Zone,"625 Park Ave, Laguna Beach, CA 92651",CA
1,1,VANGUARD AQUATICS,12,Boys,2016,VANGUARD AQUATICS,A,0.0,VANGUARD,17185,Southern Pacific Zone,"2301 W Mac, Santa Ana, CA 92704",CA
2,1,LOS ANGELES PREMIER,14,Boys,2016,LOS ANGELES PREMIER,A,0.0,LOS ANGELES PREMIER,22230,Coastal California Zone,"3700 Coldwater Cayon, Studio City, CA 91604",CA
3,1,STANFORD WATER POLO FOUNDATION,16,Boys,2016,STANFORD WATER POLO FOUNDATION,A,0.0,STANFORD,570,Pacific Zone,"Avery Aquatic Center, Stanford, CA 94305",CA
4,1,REGENCY WATER POLO CLUB,18,Boys,2016,REGENCY WATER POLO CLUB,A,0.0,REGENCY,0,Southern Pacific Zone,"1202 W Edinger Ave, Santa Ana, CA 92707",CA
5,2,SANTA BARBARA PREMIER,10,Girls,2016,SANTA BARBARA PREMIER,A,0.0,SANTA BARBARA PREMIER,26252,Coastal California Zone,"552 University Rd, Santa Barbara, CA 93106",CA
6,2,CC UNITED,12,Boys,2016,CC UNITED,A,0.0,CC UNITED,19137,Pacific Zone,"300 Moraga Road, Moraga, CA 94556",CA
7,2,SOCAL WATER POLO FOUNDATION,14,Boys,2016,SOCAL WATER POLO FOUNDATION,A,0.0,SOCAL,51,Southern Pacific Zone,"1925 Dodge Ave, Santa Ana, CA 92705",CA
8,2,SLEEPY HOLLOW AQUATICS,16,Boys,2016,SLEEPY HOLLOW AQUATICS,A,0.0,SLEEPY HOLLOW,18329,Pacific Zone,"1327 Sir Francis Drake Blvd, San Anselmo, CA 94960",CA
9,2,680 WATER POLO,18,Boys,2016,680 WATER POLO,A,0.0,680,37,Pacific Zone,"1460 S Main St, Walnut Creek, CA 94596",CA
10,3,SANTA BARBARA 805,10,Girls,2016,SANTA BARBARA 805,A,0.0,SANTA BARBARA 805,26251,Coastal California Zone,"7266 Alameda Ave, Goleta, CA 93117",CA
11,3,SHORE AQUATICS,12,Boys,2016,SHORE AQUATICS,A,0.0,SHORE,892,Coastal California Zone,"1250 Bellflower Blvd, Long Beach, CA 90840",CA
12,3,VANGUARD AQUATICS,14,Boys,2016,VANGUARD AQUATICS,A,0.0,VANGUARD,17185,Southern Pacific Zone,"2301 W Mac, Santa Ana, CA 92704",CA
13,3,PRIDE WATER POLO ACADEMY,16,Boys,2016,PRIDE WATER POLO ACADEMY,A,0.0,PRIDE,25981,Coastal California Zone,"31749 La Tienda Road, Westlake Village, CA 91362",CA
14,3,LOS ANGELES PREMIER,18,Boys,2016,LOS ANGELES PREMIER,A,0.0,LOS ANGELES PREMIER,22230,Coastal California Zone,"3700 Coldwater Cayon, Studio City, CA 91604",CA
15,4,STANFORD WATER POLO FOUNDATION,10,Girls,2016,STANFORD WATER POLO FOUNDATION,A,0.0,STANFORD,570,Pacific Zone,"Avery Aquatic Center, Stanford, CA 94305",CA
16,4,NORTH IRVINE WATER POLO CLUB,12,Boys,2016,NORTH IRVINE WATER POLO CLUB,A,0.0,NORTH IRVINE,1834,Southern Pacific Zone,"4515 Portola Pkwy, Irvine, CA 92620",CA
17,4,STANFORD WATER POLO FOUNDATION,14,Boys,2016,STANFORD WATER POLO FOUNDATION,A,0.0,STANFORD,570,Pacific Zone,"Avery Aquatic Center, Stanford, CA 94305",CA
18,4,SOCAL WATER POLO FOUNDATION,16,Boys,2016,SOCAL WATER POLO FOUNDATION,A,0.0,SOCAL,51,Southern Pacific Zone,"1925 Dodge Ave, Santa Ana, CA 92705",CA
19,4,VANGUARD AQUATICS,18,Boys,2016,VANGUARD AQUATICS,A,0.0,VANGUARD,17185,Southern Pacific Zone,"2301 W Mac, Santa Ana, CA 92704",CA
20,5,SAN JOSE EXPRESS WATER POLO,10,Girls,2016,SAN JOSE EXPRESS WATER POLO,A,0.0,SAN JOSE EXPRESS,25911,Pacific Zone,"500 Saratoga Ave, San Jose, CA 95130",CA
21,5,STANFORD WATER POLO FOUNDATION,12,Boys,2016,STANFORD WATER POLO FOUNDATION,A,0.0,STANFORD,570,Pacific Zone,"Avery Aquatic Center, Stanford, CA 94305",CA
22,5,CC UNITED,14,Boys,2016,CC UNITED,A,0.0,CC UNITED,19137,Pacific Zone,"300 Moraga Road, Moraga, CA 94556",CA
23,5,CC UNITED,16,Boys,2016,CC UNITED,A,0.0,CC UNITED,19137,Pacific Zone,"300 Moraga Road, Moraga, CA 94556",CA
24,5,TROJAN WATER POLO CA,18,Boys,2016,TROJAN WATER POLO (CA),A,0.0,TROJAN CA,87,Coastal California Zone,"W 34th St1026 West 34th St, Los Angeles, CA 90089",CA
25,6,NEWPORT BEACH WATER POLO INC,12,Boys,2016,"NEWPORT BEACH WATER POLO, INC.",A,0.0,NEWPORT BEACH,20606,Southern Pacific Zone,"600 Irvine Ave, Newport Beach, CA 92663",CA
26,6,SAN DIEGO SHORES WATER POLO CLUB,14,Boys,2016,SAN DIEGO SHORES WATER POLO CLUB,A,0.0,SAN DIEGO SHORES,1156,Pacific Southwest Zone,"7607 La Jolla Blvd, La Jolla, CA 92115",CA
27,6,LOS ANGELES WATER POLO CLUB,16,Boys,2016,LOS ANGELES WATER POLO CLUB,A,0.0,LOS ANGELES,1807,Coastal California Zone,"111 Easton Dr, Los Angeles, CA 90095",CA
28,6,FOOTHILL CLUB,18,Boys,2016,FOOTHILL CLUB,A,0.0,FOOTHILL,16519,Coastal California Zone,"575 N Amherst Ave, Claremont, CA 91711",CA
29,7,SOCAL WATER POLO FOUNDATION,12,Boys,2016,SOCAL WATER POLO FOUNDATION,A,0.0,SOCAL,51,Southern Pacific Zone,"1925 Dodge Ave, Santa Ana, CA 92705",CA
30,7,NEWPORT BEACH WATER POLO INC,14,Boys,2016,"NEWPORT BEACH WATER POLO, INC.",A,0.0,NEWPORT BEACH,20606,Southern Pacific Zone,"600 Irvine Ave, Newport Beach, CA 92663",CA
31,7,SAN DIEGO SHORES WATER POLO CLUB,16,Boys,2016,SAN DIEGO SHORES WATER POLO CLUB,A,0.0,SAN DIEGO SHORES,1156,Pacific Southwest Zone,"7607 La Jolla Blvd, La Jolla, CA 92115",CA
32,7,SANTA BARBARA PREMIER,18,Boys,2016,SANTA BARBARA PREMIER,A,0.0,SANTA BARBARA PREMIER,26252,Coastal California Zone,"552 University Rd, Santa Barbara, CA 93106",CA
33,8,FOOTHILL CLUB,12,Boys,2016,FOOTHILL CLUB,A,0.0,FOOTHILL,16519,Coastal California Zone,"575 N Amherst Ave, Claremont, CA 91711",CA
34,8,ROSE BOWL WATER POLO CLUB,14,Boys,2016,ROSE BOWL WATER POLO CLUB,A,0.0,ROSE BOWL,341,Coastal California Zone,"360 N Arroyo Boulevard, Pasadena, CA 91103",CA
35,8,680 WATER POLO,16,Boys,2016,680 WATER POLO,A,0.0,680,37,Pacific Zone,"1460 S Main St, Walnut Creek, CA 94596",CA
36,8,SAN DIEGO SHORES WATER POLO CLUB,18,Boys,2016,SAN DIEGO SHORES WATER POLO CLUB,A,0.0,SAN DIEGO SHORES,1156,Pacific Southwest Zone,"7607 La Jolla Blvd, La Jolla, CA 92115",CA
37,9,ROSE BOWL WATER POLO CLUB,12,Boys,2016,ROSE BOWL WATER POLO CLUB,A,0.0,ROSE BOWL,341,Coastal California Zone,"360 N Arroyo Boulevard, Pasadena, CA 91103",CA
38,9,ORANGECOUNTY WATER POLO CLUB,14,Boys,2016,ORANGE COUNTY WATER POLO CLUB,A,0.0,ORANGE COUNTY,17818,Southern Pacific Zone,"33333 Golden Lantern, Dana Point, CA 92629",CA
39,9,FOOTHILL CLUB,16,Boys,2016,FOOTHILL CLUB,A,0.0,FOOTHILL,16519,Coastal California Zone,"575 N Amherst Ave, Claremont, CA 91711",CA
40,9,CHAWP,18,Boys,2016,CHAWP,A,0.0,CHAWP,1281,Southern Pacific Zone,"2605 Temescal Ave, Norco, CA 92860",CA
41,10,HUNTINGTON BEACH WATER POLO,12,Boys,2016,HUNTINGTON BEACH WATER POLO,A,0.0,HUNTINGTON BEACH,168,Southern Pacific Zone,"1905 Main Street, Huntington Beach, CA 92648",CA
42,10,NORTH IRVINE WATER POLO CLUB,14,Boys,2016,NORTH IRVINE WATER POLO CLUB,A,0.0,NORTH IRVINE,1834,Southern Pacific Zone,"4515 Portola Pkwy, Irvine, CA 92620",CA
43,10,CHAWP,16,Boys,2016,CHAWP,A,0.0,CHAWP,1281,Southern Pacific Zone,"2605 Temescal Ave, Norco, CA 92860",CA
44,10,SADDLEBACK EL TORO SET,18,Boys,2016,SADDLEBACK EL TORO (SET),A,0.0,SADDLEBACK EL TORO SET,18,Southern Pacific Zone,"25255 Toledo Way, Lake Forest, CA 92630",CA
45,11,680 WATER POLO,12,Boys,2016,680 WATER POLO,A,0.0,680,37,Pacific Zone,"1460 S Main St, Walnut Creek, CA 94596",CA
46,11,SC TRITONS,14,Boys,2016,SC TRITONS,A,0.0,SC TRITONS,21154,Southern Pacific Zone,"700 Ave Pico, San Clemente, CA 92673",CA
47,11,COMMERCE AQUATICS,16,Boys,2016,COMMERCE AQUATICS,A,0.0,COMMERCE,24,Coastal California Zone,"5600 Harbor St, Commerce, CA 90040",CA
48,11,DEL MAR WATER POLO CLUB,18,Boys,2016,DEL MAR WATER POLO CLUB,A,0.0,DEL MAR,18227,Pacific Southwest Zone,"5555 Del Mar Heights Rd, San Diego, CA 92130",CA
49,12,SAN DIEGO SHORES WATER POLO CLUB,12,Boys,2016,SAN DIEGO SHORES WATER POLO CLUB,A,0.0,SAN DIEGO SHORES,1156,Pacific Southwest Zone,"7607 La Jolla Blvd, La Jolla, CA 92115",CA
50,12,SANTA BARBARA 805,14,Boys,2016,SANTA BARBARA 805,A,0.0,SANTA BARBARA 805,26251,Coastal California Zone,"7266 Alameda Ave, Goleta, CA 93117",CA
51,12,DEL MAR WATER POLO CLUB,16,Boys,2016,DEL MAR WATER POLO CLUB,A,0.0,DEL MAR,18227,Pacific Southwest Zone,"5555 Del Mar Heights Rd, San Diego, CA 92130",CA
52,12,ORANGECOUNTY WATER POLO CLUB,18,Boys,2016,ORANGE COUNTY WATER POLO CLUB,A,0.0,ORANGE COUNTY,17818,Southern Pacific Zone,"33333 Golden Lantern, Dana Point, CA 92629",CA
53,13,SC TRITONS,12,Boys,2016,SC TRITONS,A,0.0,SC TRITONS,21154,Southern Pacific Zone,"700 Ave Pico, San Clemente, CA 92673",CA
54,13,LAMORINDA WATER POLO,14,Boys,2016,LAMORINDA WATER POLO,A,0.0,LAMORINDA,1309,Pacific Zone,"1200 Pleasant Hill Road, Lafayette, CA 94549",CA
55,13,ORANGECOUNTY WATER POLO CLUB,16,Boys,2016,ORANGE COUNTY WATER POLO CLUB,A,0.0,ORANGE COUNTY,17818,Southern Pacific Zone,"33333 Golden Lantern, Dana Point, CA 92629",CA
56,13,NORTH IRVINE WATER POLO CLUB,18,Boys,2016,NORTH IRVINE WATER POLO CLUB,A,0.0,NORTH IRVINE,1834,Southern Pacific Zone,"4515 Portola Pkwy, Irvine, CA 92620",CA
57,14,COMMERCE AQUATICS,12,Boys,2016,COMMERCE AQUATICS,A,0.0,COMMERCE,24,Coastal California Zone,"5600 Harbor St, Commerce, CA 90040",CA
58,14,RIVERSIDE WATER POLO,14,Boys,2016,RIVERSIDE WATER POLO,A,0.0,RIVERSIDE,241,Southern Pacific Zone,"4800 Magnolia Ave, Riverside, CA 92506",CA
59,14,ROSE BOWL WATER POLO CLUB,16,Boys,2016,ROSE BOWL WATER POLO CLUB,A,0.0,ROSE BOWL,341,Coastal California Zone,"360 N Arroyo Boulevard, Pasadena, CA 91103",CA
60,14,SOCAL WATER POLO FOUNDATION,18,Boys,2016,SOCAL WATER POLO FOUNDATION,A,0.0,SOCAL,51,Southern Pacific Zone,"1925 Dodge Ave, Santa Ana, CA 92705",CA
61,15,CARLSBAD WATER POLO,12,Boys,2016,CARLSBAD WATER POLO,A,0.0,CARLSBAD,1634,Pacific Southwest Zone,"225 Monroe Street, Carlsbad, CA 92008",CA
62,15,SOUTH BAY UNITED WATER POLO CLUB,14,Boys,2016,SOUTH BAY UNITED WATER POLO CLUB,A,0.0,SOUTH BAY UNITED,1280,Coastal California Zone,"1401 Artesia Blvd, Manhattan Beach, CA 90266",CA
63,15,ROYAL 559 ACADEMY,16,Boys,2016,ROYAL 559 ACADEMY,A,0.0,ROYAL 559,30218,Central California Zone,"1070 E Teague, Fresno, CA 93611",CA
64,15,BRUIN WATER POLO CLUB,18,Boys,2016,BRUIN WATER POLO CLUB,A,0.0,BRUIN,1098,Coastal California Zone,"111 Easton Dr, Los Angeles, CA 90095",CA
65,16,SOUTH BAY UNITED WATER POLO CLUB,12,Boys,2016,SOUTH BAY UNITED WATER POLO CLUB,A,0.0,SOUTH BAY UNITED,1280,Coastal California Zone,"1401 Artesia Blvd, Manhattan Beach, CA 90266",CA
66,16,OLIMPIAKAN RESERVNER ORWP,14,Boys,2016,OLIMPIAKAN RESERVNER (ORWP),A,0.0,OLIMPIAKAN RESERVNER ORWP,1344,Coastal California Zone,"1440 E Broadway, Glendale, CA 91205",CA
67,16,UNIVERSITY PACIFIC WATER POLO,16,Boys,2016,UNIVERSITY PACIFIC WATER POLO,A,0.0,UNIVERSITY PACIFIC,29,Central California Zone,"5648 North El Dorado Street, Stockton, CA 95207",CA
68,16,CDM AQUATICS FEDERATION,18,Boys,2016,CDM AQUATICS FEDERATION,A,0.0,CDM,26,Southern Pacific Zone,"2101 East Bluff Dr, Newport Beach, CA 92660",CA
69,17,COSTA MESA AQUATICS CLUB,12,Boys,2016,COSTA MESA AQUATICS CLUB,A,0.0,COSTA MESA,7,Southern Pacific Zone,"2650 Fairview Rd, Costa Mesa, CA 92626",CA
70,17,680 WATER POLO,14,Boys,2016,680 WATER POLO,A,0.0,680,37,Pacific Zone,"1460 S Main St, Walnut Creek, CA 94596",CA
71,17,STANFORD WATER POLO FOUNDATION,16,Boys,2016,STANFORD WATER POLO FOUNDATION,A,0.0,STANFORD,570,Pacific Zone,"Avery Aquatic Center, Stanford, CA 94305",CA
72,17,STANFORD WATER POLO FOUNDATION,18,Boys,2016,STANFORD WATER POLO FOUNDATION,A,0.0,STANFORD,570,Pacific Zone,"Avery Aquatic Center, Stanford, CA 94305",CA
73,18,LAMORINDA WATER POLO,12,Boys,2016,LAMORINDA WATER POLO,A,0.0,LAMORINDA,1309,Pacific Zone,"1200 Pleasant Hill Road, Lafayette, CA 94549",CA
74,18,ROYAL 559 ACADEMY,14,Boys,2016,ROYAL 559 ACADEMY,A,0.0,ROYAL 559,30218,Central California Zone,"1070 E Teague, Fresno, CA 93611",CA
75,18,VANGUARD AQUATICS,16,Boys,2016,VANGUARD AQUATICS,A,0.0,VANGUARD,17185,Southern Pacific Zone,"2301 W Mac, Santa Ana, CA 92704",CA
76,18,LAMORINDA WATER POLO,18,Boys,2016,LAMORINDA WATER POLO,A,0.0,LAMORINDA,1309,Pacific Zone,"1200 Pleasant Hill Road, Lafayette, CA 94549",CA
77,19,GREENWICH AQUATICS,12,Boys,2016,GREENWICH AQUATICS,A,0.0,GREENWICH,17825,Northeast Zone,"50 East Putnam Avenue, Greenwich, CT 06830",CT
78,19,DACA WATER POLO,14,Boys,2016,DACA WATER POLO,A,0.0,222,31320,Pacific Zone,"5000 Mitty Way, San Jose, CA 95129",CA
79,19,OLIMPIAKAN RESERVNER ORWP,16,Boys,2016,OLIMPIAKAN RESERVNER (ORWP),A,0.0,OLIMPIAKAN RESERVNER ORWP,1344,Coastal California Zone,"1440 E Broadway, Glendale, CA 91205",CA
80,19,CARLSBAD WATER POLO,18,Boys,2016,CARLSBAD WATER POLO,A,0.0,CARLSBAD,1634,Pacific Southwest Zone,"225 Monroe Street, Carlsbad, CA 92008",CA
81,20,AMERICAN RIVER WATER POLO CLUB,12,Boys,2016,AMERICAN RIVER WATER POLO CLUB,A,0.0,AMERICAN RIVER,85,Central California Zone,"4540 American River Dr, Sacramento, CA 95864",CA
82,20,DEL MAR WATER POLO CLUB,14,Boys,2016,DEL MAR WATER POLO CLUB,A,0.0,DEL MAR,18227,Pacific Southwest Zone,"5555 Del Mar Heights Rd, San Diego, CA 92130",CA
83,20,REDLANDS RENEGADES,16,Boys,2016,REDLANDS RENEGADES,A,0.0,REDLANDS RENEGADES,774,Southern Pacific Zone,"31000 Colton Avenue, Redlands, CA 92374",CA
84,20,ROYAL 559 ACADEMY,18,Boys,2016,ROYAL 559 ACADEMY,A,0.0,ROYAL 559,30218,Central California Zone,"1070 E Teague, Fresno, CA 93611",CA
85,21,LOS ANGELES PREMIER,12,Boys,2016,LOS ANGELES PREMIER,A,0.0,LOS ANGELES PREMIER,22230,Coastal California Zone,"3700 Coldwater Cayon, Studio City, CA 91604",CA
86,21,GREENWICH AQUATICS,14,Boys,2016,GREENWICH AQUATICS,A,0.0,GREENWICH,17825,Northeast Zone,"50 East Putnam Avenue, Greenwich, CT 06830",CT
87,21,LAMORINDA WATER POLO,16,Boys,2016,LAMORINDA WATER POLO,A,0.0,LAMORINDA,1309,Pacific Zone,"1200 Pleasant Hill Road, Lafayette, CA 94549",CA
88,21,LOS ANGELES WATER POLO CLUB,18,Boys,2016,LOS ANGELES WATER POLO CLUB,A,0.0,LOS ANGELES,1807,Coastal California Zone,"111 Easton Dr, Los Angeles, CA 90095",CA
89,22,CHELSEA PIERS WATER POLO,12,Boys,2016,CHELSEA PIERS WATER POLO,A,0.0,CHELSEA PIERS,1335,Northeast Zone,"1 Blachley Road, Stamford, CT 06902",CT
90,22,NORTH TEXAS THUNDER WATER POLO CLUB,14,Boys,2016,NORTH TEXAS THUNDER WATER POLO CLUB,A,0.0,NORTH TEXAS THUNDER,21327,Southwest Zone,"1501 W Southlake Blvd, Southlake, TX 76092",TX
91,22,AMERICAN RIVER WATER POLO CLUB,16,Boys,2016,AMERICAN RIVER WATER POLO CLUB,A,0.0,AMERICAN RIVER,85,Central California Zone,"4540 American River Dr, Sacramento, CA 95864",CA
92,22,SLEEPY HOLLOW AQUATICS,18,Boys,2016,SLEEPY HOLLOW AQUATICS,A,0.0,SLEEPY HOLLOW,18329,Pacific Zone,"1327 Sir Francis Drake Blvd, San Anselmo, CA 94960",CA
93,23,LA JOLLA WATER POLO CLUB,12,Boys,2016,LA JOLLA WATER POLO CLUB,A,0.0,LA JOLLA UNITED,1654,Pacific Southwest Zone,"800 Nautilus Street, La Jolla, CA 92037",CA
94,23,SLEEPY HOLLOW AQUATICS,14,Boys,2016,SLEEPY HOLLOW AQUATICS,A,0.0,SLEEPY HOLLOW,18329,Pacific Zone,"1327 Sir Francis Drake Blvd, San Anselmo, CA 94960",CA
95,23,TROJAN WATER POLO CA,16,Boys,2016,TROJAN WATER POLO (CA),A,0.0,TROJAN CA,87,Coastal California Zone,"W 34th St1026 West 34th St, Los Angeles, CA 90089",CA
96,23,GREENWICH AQUATICS,18,Boys,2016,GREENWICH AQUATICS,A,0.0,GREENWICH,17825,Northeast Zone,"50 East Putnam Avenue, Greenwich, CT 06830",CT
97,24,OLIMPIAKAN RESERVNER ORWP,12,Boys,2016,OLIMPIAKAN RESERVNER (ORWP),A,0.0,OLIMPIAKAN RESERVNER ORWP,1344,Coastal California Zone,"1440 E Broadway, Glendale, CA 91205",CA
98,24,LA JOLLA WATER POLO CLUB,14,Boys,2016,LA JOLLA WATER POLO CLUB,A,0.0,LA JOLLA UNITED,1654,Pacific Southwest Zone,"800 Nautilus Street, La Jolla, CA 92037",CA
99,24,NEWPORT BEACH WATER POLO INC,16,Boys,2016,"NEWPORT BEACH WATER POLO, INC.",A,0.0,NEWPORT BEACH,20606,Southern Pacific Zone,"600 Irvine Ave, Newport Beach, CA 92663",CA
100,24,NORTH TEXAS THUNDER WATER POLO CLUB,18,Boys,2016,NORTH TEXAS THUNDER WATER POLO CLUB,A,0.0,NORTH TEXAS THUNDER,21327,Southwest Zone,"1501 W Southlake Blvd, Southlake, TX 76092",TX
101,25,DEL MAR WATER POLO CLUB,12,Boys,2016,DEL MAR WATER POLO CLUB,A,0.0,DEL MAR,18227,Pacific Southwest Zone,"5555 Del Mar Heights Rd, San Diego, CA 92130",CA
102,25,SHORE AQUATICS,14,Boys,2016,SHORE AQUATICS,A,0.0,SHORE,892,Coastal California Zone,"1250 Bellflower Blvd, Long Beach, CA 90840",CA
103,25,CARLSBAD WATER POLO,16,Boys,2016,CARLSBAD WATER POLO,A,0.0,CARLSBAD,1634,Pacific Southwest Zone,"225 Monroe Street, Carlsbad, CA 92008",CA
104,25,WEST VALLEY WATER POLO,18,Boys,2016,WEST VALLEY WATER POLO,A,0.0,WEST VALLEY,23,Pacific Zone,"35353 Truman Ave, Mountain View, CA 94040",CA
105,26,CDM AQUATICS FEDERATION,12,Boys,2016,CDM AQUATICS FEDERATION,A,0.0,CDM,26,Southern Pacific Zone,"2101 East Bluff Dr, Newport Beach, CA 92660",CA
106,26,CARLSBAD WATER POLO,14,Boys,2016,CARLSBAD WATER POLO,A,0.0,CARLSBAD,1634,Pacific Southwest Zone,"225 Monroe Street, Carlsbad, CA 92008",CA
107,26,NORTH SAN DIEGO STARS,16,Boys,2016,NORTH SAN DIEGO STARS,A,0.0,NORTH SAN DIEGO STARS,1371,Pacific Southwest Zone,"101 Wave Drive, Vista, CA 92083",CA
108,26,CALIFORNIA REPUBLIC SC,18,Boys,2016,CALIFORNIA REPUBLIC SC,A,0.0,CALIFORNIA REPUBLIC SC,26152,Central California Zone,"4700 College Oak Dr, Sacramento, CA 95841",CA
109,27,ORANGECOUNTY WATER POLO CLUB,12,Boys,2016,ORANGE COUNTY WATER POLO CLUB,A,0.0,ORANGE COUNTY,17818,Southern Pacific Zone,"33333 Golden Lantern, Dana Point, CA 92629",CA
110,27,VANGUARD AQUATICS,14,Boys,2016,VANGUARD AQUATICS,A,0.0,VANGUARD,17185,Southern Pacific Zone,"2301 W Mac, Santa Ana, CA 92704",CA
111,27,SOCAL WATER POLO FOUNDATION,16,Boys,2016,SOCAL WATER POLO FOUNDATION,A,0.0,SOCAL,51,Southern Pacific Zone,"1925 Dodge Ave, Santa Ana, CA 92705",CA
112,27,SOUTH VALLEY WATER POLO,18,Boys,2016,SOUTH VALLEY WATER POLO,A,0.0,SOUTH VALLEY,17247,Central California Zone,"5100 W Akers, Visalia, CA 93277",CA
113,28,NEWPORT BEACH WATER POLO INC,12,Boys,2016,"NEWPORT BEACH WATER POLO, INC.",A,0.0,NEWPORT BEACH,20606,Southern Pacific Zone,"600 Irvine Ave, Newport Beach, CA 92663",CA
114,28,COMMERCE AQUATICS,14,Boys,2016,COMMERCE AQUATICS,A,0.0,COMMERCE,24,Coastal California Zone,"5600 Harbor St, Commerce, CA 90040",CA
115,28,BAKERSFIELD WATER POLO CLUB,16,Boys,2016,BAKERSFIELD WATER POLO CLUB,A,0.0,BAKERSFIELD,16629,Central California Zone,"2800 Loma Linda Dr, Bakersfield, CA 93312",CA
116,28,TIGER AQUATICS WATER POLO,18,Boys,2016,TIGER AQUATICS WATER POLO,A,0.0,TIGER,17668,Northeast Zone,"Denunzio Pool, Princeton, NJ 08540",NJ
117,29,SHORE AQUATICS,12,Boys,2016,SHORE AQUATICS,A,0.0,SHORE,892,Coastal California Zone,"1250 Bellflower Blvd, Long Beach, CA 90840",CA
118,29,FOOTHILL CLUB,14,Boys,2016,FOOTHILL CLUB,A,0.0,FOOTHILL,16519,Coastal California Zone,"575 N Amherst Ave, Claremont, CA 91711",CA
119,29,SADDLEBACK EL TORO SET,16,Boys,2016,SADDLEBACK EL TORO (SET),A,0.0,SADDLEBACK EL TORO SET,18,Southern Pacific Zone,"25255 Toledo Way, Lake Forest, CA 92630",CA
120,29,RAIN CITY WATER POLO,18,Boys,2016,RAIN CITY WATER POLO,A,0.0,RAIN CITY,20070,Pacific Northwest & Hawaii Zone,"8700 Southeast 71st Street, Mercer Island, WA 98040",WA
121,30,PV WATER POLO CLUB,12,Boys,2016,P.V. WATER POLO CLUB,A,0.0,PV,17088,Coastal California Zone,"600 Cloyden Road, Palos Verdes Estates, CA 90274",CA
122,30,STANFORD WATER POLO FOUNDATION,14,Boys,2016,STANFORD WATER POLO FOUNDATION,A,0.0,STANFORD,570,Pacific Zone,"Avery Aquatic Center, Stanford, CA 94305",CA
123,30,NAVY AQUATIC CLUB,16,Boys,2016,NAVY AQUATIC CLUB,A,0.0,NAVY,200,Northeast Zone,"121 Blake Rd, Annapolis, MD 21402",MD
124,30,PUGET SOUND POLO,18,Boys,2016,PUGET SOUND POLO,A,0.0,PUGET SOUND,64,Pacific Northwest & Hawaii Zone,"8805 40th St W, University Place, WA 98466",WA
125,31,TROJAN WATER POLO CA,12,Boys,2016,TROJAN WATER POLO (CA),A,0.0,TROJAN CA,87,Coastal California Zone,"W 34th St1026 West 34th St, Los Angeles, CA 90089",CA
126,31,WEST HOUSTON WATER POLO,14,Boys,2016,WEST HOUSTON WATER POLO,A,0.0,WEST HOUSTON,18461,Southwest Zone,"1011 Horace Mann, Rosenberg, TX 77471",TX
127,31,CHELSEA PIERS WATER POLO,16,Boys,2016,CHELSEA PIERS WATER POLO,A,0.0,CHELSEA PIERS,1335,Northeast Zone,"1 Blachley Road, Stamford, CT 06902",CT
128,31,PACIFIC POLO,18,Boys,2016,PACIFIC POLO,A,0.0,PACIFIC,1285,Pacific Southwest Zone,"13500 Camino Del Sur, San Diego, CA 92129",CA
129,32,SILICON VALLEY OUTLAWS,12,Boys,2016,SILICON VALLEY OUTLAWS,A,0.0,SILICON VALLEY OUTLAWS,15837,Pacific Zone,"100 Skyway Dr, San Jose, CA 95111",CA
130,32,CHELSEA PIERS WATER POLO,14,Boys,2016,CHELSEA PIERS WATER POLO,A,0.0,CHELSEA PIERS,1335,Northeast Zone,"1 Blachley Road, Stamford, CT 06902",CT
131,32,GREENWICH AQUATICS,16,Boys,2016,GREENWICH AQUATICS,A,0.0,GREENWICH,17825,Northeast Zone,"50 East Putnam Avenue, Greenwich, CT 06830",CT
132,32,TEAM VEGAS WATER POLO,18,Boys,2016,TEAM VEGAS WATER POLO,A,0.0,VEGAS,71,Mountain Zone,"310 South Racetrack Road, Henderson, NV 89015",NV
133,33,VANGUARD AQUATICS,12,Boys,2016,VANGUARD AQUATICS,A,0.0,VANGUARD,17185,Southern Pacific Zone,"2301 W Mac, Santa Ana, CA 92704",CA
134,33,AMERICAN RIVER WATER POLO CLUB,14,Boys,2016,AMERICAN RIVER WATER POLO CLUB,A,0.0,AMERICAN RIVER,85,Central California Zone,"4540 American River Dr, Sacramento, CA 95864",CA
135,33,UTAH PREMIER WATER POLO,16,Boys,2016,UTAH PREMIER WATER POLO,A,0.0,UTAH PREMIER,30240,Mountain Zone,"2465 W Kilby Rd, Park City, UT 84098",UT
136,33,DAVIS WATER POLO CLUB,18,Boys,2016,DAVIS WATER POLO CLUB,A,0.0,DAVIS,79,Central California Zone,"One Shields Avenue, Davis, CA 95616",CA
137,34,RIVERSIDE WATER POLO,12,Boys,2016,RIVERSIDE WATER POLO,A,0.0,RIVERSIDE,241,Southern Pacific Zone,"4800 Magnolia Ave, Riverside, CA 92506",CA
138,34,SACRAMENTO WATER POLO,14,Boys,2016,SACRAMENTO WATER POLO,A,0.0,SACRAMENTO,630,Central California Zone,"5000 Rocklin Road, Rocklin, CA 95677",CA
139,34,SPARTAN WATER POLO CLUB MI,16,Boys,2016,SPARTAN WATER POLO CLUB (MI),A,0.0,SPARTAN MI,1597,Midwest Zone,"1001 S Barnes Road, Mason, MI 48854",MI
